id,area,sort_order,code,category,competency,sub_competency,category_en,competency_en,sub_competency_en
454,SCM,33,1.14.1,Təchizat Zəncirinin İdarə Edilməsi,1.14 Rəqəmsal Təchizat Zənciri,"1.14.1 Təchizat zənciri proseslərinə avtomatlaşdırma (RPA), AI və IoT tətbiq etmək",Supply Chain Management,1.14 Digital Supply Chain,"1.14.1 Apply automation (RPA), AI, and IoT to SC processes"
455,SCM,34,1.14.2,Təchizat Zəncirinin İdarə Edilməsi,1.14 Rəqəmsal Təchizat Zənciri,"1.14.2 SCM alətlərini ERP, WMS və PLM sistemləri ilə inteqrasiya etmək",Supply Chain Management,1.14 Digital Supply Chain,"1.14.2 Integrate SCM tools with ERP, WMS, and PLM systems"
456,SCM,35,1.1.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.1 Sistem Düşüncəsi,"1.1.1 Təchizat, tələbat, maliyyə və əməliyyatlar arasındakı qarşılıqlı asılılıqları bütöv şəkildə görmək",Supply Chain Professional Attributes,1.1 Systems Thinking,"1.1.1 See interdependencies across supply, demand, finance, and operations holistically"
457,SCM,36,1.2.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.2 Qeyri-müəyyənlik Şəraitində Qərarvermə,1.2.1 Təzyiq altında natamam məlumatla risk-balanslı qərarlar vermək,Supply Chain Professional Attributes,1.2 Decision-Making Under Uncertainty,1.2.1 Make risk-balanced decisions with incomplete information under pressure
458,SCM,37,1.3.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.3 Əməkdaşlıq və Təsir Etmə,1.3.1 Müxtəlif daxili və xarici maraqlı tərəfləri ortaq hədəflər ətrafında uyğunlaşdırmaq,Supply Chain Professional Attributes,1.3 Collaboration & Influence,1.3.1 Align diverse internal and external stakeholders toward shared goals
459,SCM,38,1.4.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.4 Proses İntizamı,"1.4.1 Strukturlaşdırılmış planlama dövrlərinə, eskalasiya yollarına və SOP-lara riayət etmək",Supply Chain Professional Attributes,1.4 Process Discipline,"1.4.1 Adhere to structured planning cycles, escalation paths, and SOPs"
460,SCM,39,1.5.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.5 Dəyişikliklərə Dayanıqlılıq,"1.5.1 Satınalma dəyişiklikləri, təchizat pozuntuları və ya rəqəmsal rollout-lar zamanı çevik qalmaq",Supply Chain Professional Attributes,1.5 Change Resilience,"1.5.1 Stay adaptive during sourcing shifts, supply disruptions, or digital rollouts"
461,SCM,40,1.6.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.6 Operativlik Hissi,1.6.1 Sürətli dəyişən əməliyyat mühitlərində çevik və fokuslu hərəkət etmək,Supply Chain Professional Attributes,1.6 Sense of Urgency,1.6.1 Act with speed and focus in fast-moving operational environments
462,SCM,41,1.7.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.7 Analitik Maraqlılıq,1.7.1 Kənarlaşmaların və ya tələb/təchizat uyğunsuzluqlarının kök səbəblərini araşdırmaq,Supply Chain Professional Attributes,1.7 Analytical Curiosity,1.7.1 Investigate root causes behind variances or demand/supply misalignments
463,SCM,42,1.8.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.8 Kommunikasiya Aydınlığı,1.8.1 Mürəkkəb planlama qərarlarını aydın və funksiyalararası dildə izah etmək,Supply Chain Professional Attributes,1.8 Communication Clarity,"1.8.1 Translate complex planning decisions into clear, cross-functional language"
464,SCM,43,1.9.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.9 Davamlı Təkmilləşdirmə Yanaşması,1.9.1 Proses səmərəsizliklərini müəyyən etmək və lean/six sigma təşəbbüslərinə liderlik etmək,Supply Chain Professional Attributes,1.9 Continuous Improvement Mindset,1.9.1 Identify process inefficiencies and champion lean/six sigma initiatives
465,SCM,44,1.10.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.10 Etik Satınalma və Uyğunluq,"1.10.1 Təchizatçı seçimi, qiymətqoyma və rüşvət əleyhinə standartlarda dürüstlüyü qorumaq",Supply Chain Professional Attributes,1.10 Ethical Procurement & Compliance,"1.10.1 Uphold integrity in supplier choices, pricing, and anti-bribery standards"
466,SCM,45,1.11.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.11 Mədəniyyətlərarası Əməkdaşlıq,"1.11.1 Müxtəlif coğrafiyalar, təchizatçılar və mədəni kontekstlər üzrə effektiv işləmək",Supply Chain Professional Attributes,1.11 Cross-Cultural Collaboration,"1.11.1 Work effectively across geographies, suppliers, and cultural contexts"
467,SCM,46,1.12.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.12 Ssenari Çevikliyi,"1.12.1 Tələb, ehtiyat və ya gücdə real vaxt dəyişikliklərinə əsasən planları uyğunlaşdırmaq",Supply Chain Professional Attributes,1.12 Scenario Agility,"1.12.1 Adjust plans based on real-time changes in demand, inventory, or capacity"
468,SCM,47,1.13.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.13 Eskalasiya Mühakiməsi,1.13.1 Məsələləri nə vaxt eskalasiya etməyi və nə vaxt müstəqil həll etməyi bilmək,Supply Chain Professional Attributes,1.13 Escalation Judgment,1.13.1 Know when to escalate issues and when to solve them autonomously
469,SCM,48,1.14.1,Təchizat Zənciri üzrə Peşəkar Keyfiyyətlər,1.14 Müştəriyönümlülük,1.14.1 İcra qərarlarını müştəri xidməti hədəfləri və SLA-lar əsasında prioritetləşdirmək,Supply Chain Professional Attributes,1.14 Customer Centricity,1.14.1 Prioritize fulfillment decisions based on customer service goals and SLAs
470,HRM,1,1.1.1,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.1 HR Strategiyası və İşçi Qüvvəsinin Planlaşdırılması,1.1.1 HR strategiyasını korporativ və biznes strategiyaları ilə uyğunlaşdırmaq,1 Human Resource Management (Functional),1.1 HR Strategy & Workforce Planning,1.1.1 Align HR strategy with corporate and business strategies
471,HRM,2,1.1.2,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.1 HR Strategiyası və İşçi Qüvvəsinin Planlaşdırılması,1.1.2 Rol və bacarıqlar üzrə işçi qüvvəsinə olan tələbatı və təklifi proqnozlaşdırmaq,1 Human Resource Management (Functional),1.1 HR Strategy & Workforce Planning,1.1.2 Forecast workforce demand and supply across roles and skills
472,HRM,3,1.1.3,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.1 HR Strategiyası və İşçi Qüvvəsinin Planlaşdırılması,1.1.3 Səriştə boşluqlarını nəzərə alan işçi qüvvəsi planları hazırlamaq,1 Human Resource Management (Functional),1.1 HR Strategy & Workforce Planning,1.1.3 Develop workforce plans addressing capability gaps
473,HRM,4,1.1.4,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.1 HR Strategiyası və İşçi Qüvvəsinin Planlaşdırılması,1.1.4 İşçi qüvvəsi göstəricilərini izləmək və planları proaktiv şəkildə yeniləmək,1 Human Resource Management (Functional),1.1 HR Strategy & Workforce Planning,1.1.4 Monitor workforce metrics and adjust plans proactively
474,HRM,5,1.2.1,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.2 Talantların Cəlb Edilməsi və İşəgötürən Brendi,1.2.1 İşçi qüvvəsi planlarına uyğun talant cəlbetmə strategiyaları hazırlamaq,1 Human Resource Management (Functional),1.2 Talent Acquisition & Employer Branding,1.2.1 Design talent acquisition strategies aligned with workforce plans
475,HRM,6,1.2.2,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.2 Talantların Cəlb Edilməsi və İşəgötürən Brendi,1.2.2 Vakansiyanın elanından seçimədək bütün işə qəbul prosesini idarə etmək,1 Human Resource Management (Functional),1.2 Talent Acquisition & Employer Branding,1.2.2 Manage end-to-end recruitment and selection processes
476,HRM,7,1.2.3,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.2 Talantların Cəlb Edilməsi və İşəgötürən Brendi,1.2.3 İşəgötürən dəyər təklifini formalaşdırmaq və təşviq etmək,1 Human Resource Management (Functional),1.2 Talent Acquisition & Employer Branding,1.2.3 Build and promote employer value proposition
477,HRM,8,1.2.4,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.2 Talantların Cəlb Edilməsi və İşəgötürən Brendi,"1.2.4 Ədalətli, uyğunluğa əsaslanan və məlumatla dəstəklənən işə qəbul qərarlarını təmin etmək",1 Human Resource Management (Functional),1.2 Talent Acquisition & Employer Branding,"1.2.4 Ensure fair, compliant, and data-driven hiring decisions"
478,HRM,9,1.3.1,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.3 Öyrənmə və İnkişaf Strategiyası,1.3.1 Müəssisə üzrə öyrənmə və səriştələrin inkişafı strategiyasını müəyyən etmək,1 Human Resource Management (Functional),1.3 Learning & Development Strategy,1.3.1 Define enterprise learning and capability development strategy
479,HRM,10,1.3.2,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.3 Öyrənmə və İnkişaf Strategiyası,1.3.2 Öyrənmə prioritetlərini biznes və işçi qüvvəsi planları ilə uyğunlaşdırmaq,1 Human Resource Management (Functional),1.3 Learning & Development Strategy,1.3.2 Align learning priorities with business and workforce plans
480,HRM,11,1.3.3,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.3 Öyrənmə və İnkişaf Strategiyası,1.3.3 Öyrənmə investisiyaları üçün idarəetmə çərçivəsi yaratmaq,1 Human Resource Management (Functional),1.3 Learning & Development Strategy,1.3.3 Establish governance for learning investments
481,HRM,12,1.3.4,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.3 Öyrənmə və İnkişaf Strategiyası,1.3.4 Öyrənmə təşəbbüslərinin strateji təsirini ölçmək,1 Human Resource Management (Functional),1.3 Learning & Development Strategy,1.3.4 Measure strategic impact of learning initiatives
482,HRM,13,1.4.1,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.4 Səriştə və Bacarıq Arxitekturası,1.4.1 Səriştə modellərini və bacarıq taksonomiyalarını müəyyən etmək,1 Human Resource Management (Functional),1.4 Capability & Skills Architecture,1.4.1 Define competency models and skills taxonomies
483,HRM,14,1.4.2,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.4 Səriştə və Bacarıq Arxitekturası,1.4.2 Mövcud və gələcək bacarıq tələblərini xəritələndirmək,1 Human Resource Management (Functional),1.4 Capability & Skills Architecture,1.4.2 Map current and future skill requirements
484,HRM,15,1.4.3,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.4 Səriştə və Bacarıq Arxitekturası,1.4.3 Kritik səriştə boşluqlarını müəyyən etmək,1 Human Resource Management (Functional),1.4 Capability & Skills Architecture,1.4.3 Identify critical capability gaps
485,HRM,16,1.4.4,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.4 Səriştə və Bacarıq Arxitekturası,1.4.4 Bacarıq məlumatlarını işçi qüvvəsi planlamasına inteqrasiya etmək,1 Human Resource Management (Functional),1.4 Capability & Skills Architecture,1.4.4 Integrate skills data into workforce planning
486,HRM,17,1.5.1,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.5 Öyrənmənin Dizaynı və Təqdimatı,1.5.1 Qarışıq öyrənmə səyahətlərini və kurikulumları dizayn etmək,1 Human Resource Management (Functional),1.5 Learning Design & Delivery,1.5.1 Design blended learning journeys and curricula
487,HRM,18,1.5.2,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.5 Öyrənmənin Dizaynı və Təqdimatı,"1.5.2 Rəqəmsal, sinifdaxili və iş üzərində öyrənmə həlləri hazırlamaq",1 Human Resource Management (Functional),1.5 Learning Design & Delivery,"1.5.2 Develop digital, classroom, and on-the-job learning"
488,HRM,19,1.5.3,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.5 Öyrənmənin Dizaynı və Təqdimatı,1.5.3 Daxili və xarici təlim provayderlərini idarə etmək,1 Human Resource Management (Functional),1.5 Learning Design & Delivery,1.5.3 Manage internal and external learning providers
489,HRM,20,1.5.4,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.5 Öyrənmənin Dizaynı və Təqdimatı,1.5.4 Öyrənmənin keyfiyyətini və relevantlığını təmin etmək,1 Human Resource Management (Functional),1.5 Learning Design & Delivery,1.5.4 Ensure learning quality and relevance
490,HRM,21,1.6.1,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.6 Liderliyin İnkişafı,1.6.1 Liderliyin inkişafı çərçivələrini dizayn etmək,1 Human Resource Management (Functional),1.6 Leadership Development,1.6.1 Design leadership development frameworks
491,HRM,22,1.6.2,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.6 Liderliyin İnkişafı,1.6.2 Bütün liderlik səviyyələri üçün inkişaf hovuzları yaratmaq,1 Human Resource Management (Functional),1.6 Leadership Development,1.6.2 Build pipelines for all leadership levels
492,HRM,23,1.6.3,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.6 Liderliyin İnkişafı,"1.6.3 Kouçinq, qiymətləndirmə və geribildirim alətlərini tətbiq etmək",1 Human Resource Management (Functional),1.6 Leadership Development,"1.6.3 Apply coaching, assessment, and feedback tools"
493,HRM,24,1.6.4,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.6 Liderliyin İnkişafı,1.6.4 Liderlik hazırlığını və ehtiyat kadr gücünü ölçmək,1 Human Resource Management (Functional),1.6 Leadership Development,1.6.4 Measure leadership readiness and bench strength
494,HRM,25,1.7.1,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.7 Performansın İdarə Edilməsi,1.7.1 Performans idarəetməsi çərçivələrini dizayn etmək,1 Human Resource Management (Functional),1.7 Performance Management,1.7.1 Design performance management frameworks
495,HRM,26,1.7.2,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.7 Performansın İdarə Edilməsi,1.7.2 Strategiyaya uyğun məqsədlər və KPI-lar müəyyən etmək,1 Human Resource Management (Functional),1.7 Performance Management,1.7.2 Set objectives and KPIs aligned to strategy
496,HRM,27,1.7.3,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.7 Performansın İdarə Edilməsi,1.7.3 Ədalətli qiymətləndirmə və kalibrləmə proseslərini fasilitasiya etmək,1 Human Resource Management (Functional),1.7 Performance Management,1.7.3 Facilitate fair reviews and calibration
497,HRM,28,1.7.4,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.7 Performansın İdarə Edilməsi,1.7.4 Performansı mükafatlandırma və inkişafla əlaqələndirmək,1 Human Resource Management (Functional),1.7 Performance Management,1.7.4 Link performance to rewards and development
498,HRM,29,1.8.1,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.8 Varisliyin Planlaşdırılması və Talantların İdarə Edilməsi,1.8.1 Kritik rolları və talant hovuzlarını müəyyən etmək,1 Human Resource Management (Functional),1.8 Succession Planning & Talent Management,1.8.1 Identify critical roles and talent pools
499,HRM,30,1.8.2,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.8 Varisliyin Planlaşdırılması və Talantların İdarə Edilməsi,1.8.2 Potensialı və hazırlıq səviyyəsini qiymətləndirmək,1 Human Resource Management (Functional),1.8 Succession Planning & Talent Management,1.8.2 Assess potential and readiness
500,HRM,31,1.8.3,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.8 Varisliyin Planlaşdırılması və Talantların İdarə Edilməsi,1.8.3 Hədəflənmiş planlar vasitəsilə varisləri inkişaf etdirmək,1 Human Resource Management (Functional),1.8 Succession Planning & Talent Management,1.8.3 Develop successors through targeted plans
501,HRM,32,1.8.4,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.8 Varisliyin Planlaşdırılması və Talantların İdarə Edilməsi,1.8.4 Varislik risklərini və ehtiyat kadr gücünü izləmək,1 Human Resource Management (Functional),1.8 Succession Planning & Talent Management,1.8.4 Monitor succession risks and bench strength
502,HRM,33,1.9.1,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.9 Mükafatlandırma və Benefislər,1.9.1 Rəqabətqabiliyyətli mükafatlandırma çərçivələri hazırlamaq,1 Human Resource Management (Functional),1.9 Compensation & Benefits,1.9.1 Design competitive reward frameworks
503,HRM,34,1.9.2,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.9 Mükafatlandırma və Benefislər,"1.9.2 Əməkhaqqı, təşviq və bonus sxemlərini idarə etmək",1 Human Resource Management (Functional),1.9 Compensation & Benefits,"1.9.2 Manage salary, incentive, and bonus schemes"
504,HRM,35,1.9.3,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.9 Mükafatlandırma və Benefislər,1.9.3 Daxili ədalətliliyi və bazar rəqabətqabiliyyətliliyini təmin etmək,1 Human Resource Management (Functional),1.9 Compensation & Benefits,1.9.3 Ensure internal equity and market competitiveness
505,HRM,36,1.9.4,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.9 Mükafatlandırma və Benefislər,1.9.4 Vergi və əmək qanunvericiliyinə uyğunluğu qorumaq,1 Human Resource Management (Functional),1.9 Compensation & Benefits,1.9.4 Maintain compliance with tax and labor laws
506,HRM,37,1.10.1,1 İnsan Resurslarının İdarə Edilməsi (Funksional),1.10 Əməkdaş Münasibətləri və Əmək Hüququ,1.10.1 Əməkdaş münasibətlərini və şikayət hallarını idarə etmək,1 Human Resource Management (Functional),1.10 Employee Relations & Labor Law,1.10.1 Manage employee relations and grievance cases
